LEA,LEADescription,Enrollment,NativeAmericanOrAlaskan,Hispanic,NativeHawaiianOrPacificIslander,BlackAfricanAmerican,TwoOrMoreRaces,White,Asian,EconDisadvantaged,SPED,LEP
0802006,Eureka Springs Elem. School,224,0.446428571428,9.375,0,4.017857142857,0,84.821428571428,1.339285714285,69.64,15.178571428571,8.035714285714
0802007,Eureka Springs High School,200,2,11,0,2,0.5,83.5,1,58.5,10,6
0802008,Eureka Springs Middle School,180,0.555555555555,6.111111111111,0,1.111111111111,0.555555555555,88.888888888888,2.777777777777,61.67,12.222222222222,3.888888888888
0803011,Green Forest Elementary School,379,0,46.437994722955,1.31926121372,0.527704485488,0.791556728232,50.395778364116,0.527704485488,85.75,8.179419525065,44.85488126649
0803012,Green Forest High School,371,0,46.361185983827,0.539083557951,0.269541778975,0,51.482479784366,1.347708894878,77.09,7.277628032345,29.919137466307
0803013,Green Forest Intermed School,470,0,49.574468085106,0,0.212765957446,0.212765957446,49.574468085106,0.425531914893,84.68,10,38.723404255319
0901001,Dermott Elementary School,248,0,4.838709677419,0,87.096774193548,1.209677419354,6.854838709677,0,100,13.306451612903,0.806451612903
0901003,Dermott High School,167,0,2.994011976047,0,92.215568862275,0,4.790419161676,0,100,14.970059880239,1.197604790419
0903007,Eudora Elementary School,121,0,5.785123966942,0,91.735537190082,0,2.479338842975,0,100,7.438016528925,3.305785123966
0903016,Lakeside Elementary School,431,0,16.241299303944,0,64.269141531322,1.392111368909,18.097447795823,0,100,9.744779582366,11.136890951276
0903017,Lakeside Middle School,208,0,10.096153846153,0,75.961538461538,1.442307692307,12.5,0,100,8.653846153846,6.25
0903018,Lakeside High School,301,0,10.299003322259,0,76.41196013289,1.328903654485,11.960132890365,0,100,10.63122923588,7.308970099667
1002006,Central Primary School,304,0.328947368421,7.894736842105,0,37.828947368421,2.960526315789,50.657894736842,0.328947368421,64.47,12.5,2.631578947368
1002007,Louisa Perritt Primary,319,0,4.388714733542,0,38.557993730407,3.134796238244,52.978056426332,0.940438871473,61.76,7.210031347962,0
1002008,Peake Elementary School,299,0,9.364548494983,0.334448160535,34.782608695652,0.334448160535,53.846153846153,1.33779264214,56.19,10.702341137123,2.00668896321
1002009,Goza Middle School,431,0.232018561484,7.424593967517,0,37.122969837587,1.160092807424,51.972157772621,2.088167053364,58.47,12.76102088167,0.696055684454
1002010,Arkadelphia High School,550,0.545454545454,3.818181818181,0.181818181818,33.454545454545,2,58.90909090909,1.090909090909,44.73,8.545454545454,0.90909090909
1003016,Gurdon Primary School,254,0,22.440944881889,0,25.984251968503,0.393700787401,50.787401574803,0.393700787401,79.92,13.779527559055,11.417322834645
1003017,Cabe Middle School,205,0.975609756097,19.512195121951,0,26.829268292682,0.487804878048,51.70731707317,0.487804878048,80.49,11.70731707317,5.853658536585
1003018,Gurdon High School,246,0,12.60162601626,0,28.861788617886,1.626016260162,56.50406504065,0.40650406504,67.48,10.162601626016,1.626016260162
1101004,Corning High School,431,0,2.088167053364,0,0.232018561484,0.232018561484,96.983758700696,0.464037122969,67.05,9.512761020881,0
1101005,Central Elementary School,290,0,1.379310344827,0.344827586206,1.03448275862,0,97.241379310344,0,72.41,15.51724137931,0
1101006,Park Elementary School,199,0,3.015075376884,0,1.507537688442,0,94.472361809045,1.005025125628,80.4,14.572864321608,0
1104017,Piggott Elementary School,449,0,2.227171492204,0,1.336302895322,0.668151447661,95.76837416481,0,64.81,16.926503340757,0.22271714922
1104018,Piggott High School,440,0,1.363636363636,0,0.90909090909,0.227272727272,97.272727272727,0.227272727272,45.91,11.590909090909,0.227272727272
1106022,Rector Elementary School,335,0,3.880597014925,0.298507462686,0,0,95.820895522388,0,69.25,13.731343283582,0
1106023,Rector High School,274,0,2.554744525547,0.364963503649,0,0,97.080291970802,0,64.23,17.883211678832,0
1201001,Concord Elementary School,244,0.409836065573,0.819672131147,0,0,0,98.770491803278,0,68.44,18.442622950819,0
1201002,Concord High School,202,0,2.475247524752,0,0,0.49504950495,97.029702970297,0,58.91,13.366336633663,0
1202005,Heber Springs Elem. School,832,0.120192307692,4.807692307692,0,0.120192307692,0.600961538461,93.75,0.600961538461,57.21,14.0625,1.923076923076
1202006,Heber Springs High School,542,1.10701107011,3.50553505535,0.184501845018,0.184501845018,0,94.464944649446,0.553505535055,46.68,9.225092250922,2.029520295202
1202007,Heber Springs Middle School,417,0.479616306954,4.316546762589,0.239808153477,0.239808153477,0,94.484412470023,0.239808153477,52.76,11.270983213429,3.357314148681
1203010,Quitman Elementary School,312,0.320512820512,3.846153846153,0,0,2.243589743589,93.26923076923,0.320512820512,56.73,18.589743589743,0
1203011,Quitman High School,344,0.581395348837,3.779069767441,0,0,3.488372093023,91.860465116279,0.290697674418,45.35,11.337209302325,0
1204014,West Side Elementary School,237,0,1.68776371308,0,0.42194092827,0,97.468354430379,0.42194092827,66.24,17.299578059071,0.84388185654
1204015,West Side High School,208,0,2.403846153846,0,0,0.480769230769,96.634615384615,0.480769230769,50.48,14.423076923076,0.480769230769
1304014,Woodlawn Elementary School,277,1.083032490974,4.693140794223,0,0,5.054151624548,89.169675090252,0,45.13,11.552346570397,2.527075812274
1304015,Woodlawn High School,265,0,2.264150943396,0,0,0.754716981132,96.603773584905,0.377358490566,32.83,11.698113207547,1.88679245283
1305001,Kingsland Elementary School,124,0,3.225806451612,0,24.193548387096,2.419354838709,70.16129032258,0,83.06,4.032258064516,0
1305009,Rison Elementary School,295,0,1.355932203389,0,30.508474576271,0.338983050847,67.796610169491,0,55.93,15.254237288135,0.338983050847
1305010,Rison High School,454,0,1.982378854625,0,24.669603524229,0.660792951541,72.687224669603,0,50.44,8.149779735682,0
1402006,Central Elementary School,633,0,5.529225908372,0,50.236966824644,0.947867298578,42.338072669826,0.947867298578,68.4,10.742496050552,1.579778830963
1402007,East Side Elementary School,961,0.104058272632,4.786680541103,0,53.173777315296,3.12174817898,37.877211238293,0.936524453694,75.44,9.677419354838,1.56087408949
1402008,Magnolia Jr. High School,669,0,3.437967115097,0,53.811659192825,0.896860986547,40.956651718983,0.896860986547,70.85,9.715994020926,1.34529147982
1402009,Magnolia High School,667,0,3.298350824587,0.149925037481,51.124437781109,1.349325337331,43.478260869565,0.599700149925,65.22,7.946026986506,1.049475262368
1402031,Walker Pre-K Center,,0,0,0,0,0,0,0,,0,0
1408001,Emerson Elementary School,183,0,2.732240437158,0,16.39344262295,0.546448087431,80.327868852459,0,55.74,4.918032786885,0
1408002,Emerson High School,121,0,3.305785123966,0,29.752066115702,2.479338842975,61.98347107438,2.479338842975,45.45,6.611570247933,0
1408006,Bradley Elementary School,160,0,3.75,0,37.5,0,58.75,0,69.38,6.875,0
1408007,Bradley High School,174,0,2.87356321839,0,37.931034482758,0,59.19540229885,0,74.14,10.919540229885,0
1408018,Taylor Elementary School,203,0,0,0,2.95566502463,0,97.044334975369,0,42.86,4.926108374384,0
1408019,Taylor High School,146,0,0.684931506849,0,4.794520547945,0,94.520547945205,0,30.14,10.273972602739,0
1503016,Nemo Vista Elementary School,170,0,4.705882352941,0,1.764705882352,6.470588235294,85.882352941176,1.176470588235,67.06,20,0
1503017,Nemo Vista High School,155,0,2.58064516129,0,0,11.612903225806,85.806451612903,0,54.19,10.322580645161,0
1503018,Nemo Vista Middle School,104,0,2.884615384615,0,2.884615384615,8.653846153846,85.576923076923,0,66.35,15.384615384615,0.961538461538
1505025,Wonderview Elementary School,237,0.42194092827,0.42194092827,0,0,0,98.734177215189,0.42194092827,64.14,14.767932489451,0
1505026,Wonderview High School,180,1.111111111111,2.777777777777,0,3.888888888888,0,92.222222222222,0,50.56,17.222222222222,0
1507029,Morrilton Elementary School,363,0.275482093663,9.9173553719,0,17.079889807162,4.407713498622,67.768595041322,0.550964187327,76.03,11.29476584022,4.407713498622
1507031,Morrilton Intermediate School,502,0.597609561752,8.764940239043,0,14.741035856573,4.18326693227,71.513944223107,0.19920318725,70.92,8.964143426294,2.788844621513
1507032,Morrilton Primary School,397,0.251889168765,9.319899244332,0.251889168765,19.647355163727,1.007556675062,69.017632241813,0.503778337531,76.32,15.36523929471,2.015113350125
1507036,Morrilton Sr. High School,668,1.197604790419,5.239520958083,0.149700598802,22.455089820359,0.149700598802,70.05988023952,0.748502994011,55.54,7.035928143712,1.497005988023
1507037,Morrilton Junior High School,364,0.274725274725,8.241758241758,0,17.032967032967,1.373626373626,72.527472527472,0.54945054945,69.23,9.340659340659,2.747252747252
1601001,Bay Elementary School,330,0,2.424242424242,0,5.454545454545,0,91.212121212121,0.90909090909,70.61,10.30303030303,0
1601002,Bay High School,256,0,1.5625,0,1.953125,2.34375,93.359375,0.78125,51.95,16.015625,0
1602055,Westside High School,662,0.151057401812,2.567975830815,0,1.963746223564,1.510574018126,93.806646525679,0,53.63,11.631419939577,1.812688821752
1602056,Westside Elementary School,620,0,2.903225806451,0,2.096774193548,0.16129032258,94.677419354838,0.16129032258,60.81,17.096774193548,1.451612903225
1602058,Westside Middle School,427,0.23419203747,3.747072599531,0,1.639344262295,1.170960187353,93.208430913348,0,57.61,15.690866510538,2.341920374707
1603006,Brookland Elementary School,724,0.138121546961,3.314917127071,0,0.552486187845,1.933701657458,93.646408839779,0.414364640883,40.75,12.016574585635,1.795580110497
1603007,Brookland High School,391,0.255754475703,2.557544757033,0.511508951406,0.255754475703,0.767263427109,95.140664961636,0.511508951406,31.46,7.928388746803,1.023017902813
1603009,Brookland Middle School,510,0.196078431372,4.705882352941,0,1.960784313725,0.980392156862,91.372549019607,0.78431372549,37.06,11.176470588235,1.176470588235
1603010,Brookland Junior High School,472,0.211864406779,4.025423728813,0.211864406779,1.059322033898,1.271186440677,92.372881355932,0.847457627118,32.42,10.169491525423,1.483050847457
1605060,Buffalo Is. Central West Elem.,242,0,13.636363636363,0.413223140495,0,0.413223140495,85.537190082644,0,54.96,9.504132231404,6.611570247933
1605061,Buffalo Is. Central East Elem.,197,0,32.994923857868,0,0,1.522842639593,65.482233502538,0,80.2,12.182741116751,18.274111675126
1605062,Buffalo Is. Central Jhs,198,0,11.111111111111,0,0,1.010101010101,86.868686868686,1.010101010101,63.13,14.646464646464,5.050505050505
1605063,Buffalo Is. Central Hs,175,0,14.857142857142,0,0,1.142857142857,84,0,50.86,17.142857142857,2.857142857142
1608015,Early Childhood Learning Cntr,,0,0,0,0,0,0,0,,0,0
1608017,Math & Science Magnet School,566,0.176678445229,18.727915194346,0,56.007067137809,5.12367491166,19.611307420494,0.353356890459,91.7,16.077738515901,11.307420494699
1608019,Visual & Performing Art Magnet,699,0.572246065808,13.018597997138,0,35.050071530758,2.861230329041,47.925608011444,0.572246065808,64.09,10.443490701001,5.007153075822
1608020,Health/Wellness Envi Magnet,638,0,13.793103448275,0,44.827586206896,7.366771159874,33.699059561128,0.313479623824,87.77,10.815047021943,4.858934169278
1608021,International Studies Magnet,478,0,9.832635983263,0,14.435146443514,2.719665271966,70.92050209205,2.092050209205,35.77,8.57740585774,3.347280334728
1608022,Microsociety Magnet School,545,0,10.642201834862,0,62.935779816513,5.137614678899,20.733944954128,0.550458715596,93.58,12.844036697247,4.40366972477
1608023,Annie Camp Jr. High School,635,0.15748031496,11.181102362204,0,44.566929133858,2.204724409448,41.574803149606,0.314960629921,77.17,15.590551181102,4.409448818897
1608024,Douglas MacArthur Jhs,647,0.309119010819,11.901081916537,0.309119010819,43.122102009273,0.772797527047,43.431221020092,0.154559505409,68.78,14.374034003091,6.646058732612
1608025,Jonesboro High School,,0,0,0,0,0,0,0,,0,0
1608026,Kindergarten Center,531,0.376647834274,13.37099811676,0.188323917137,46.139359698681,5.461393596986,34.463276836158,0,81.54,5.838041431261,5.461393596986
1608703,The Academies At Jonesboro High School,1136,0,8.890845070422,0,44.278169014084,0.968309859154,44.982394366197,0.88028169014,63.03,12.323943661971,4.401408450704
1611039,Fox Meadow Elementary,440,0.454545454545,5.681818181818,0,44.545454545454,4.545454545454,42.272727272727,2.5,71.36,10.454545454545,4.318181818181
1611040,University Hgts. Elem. School,433,0.230946882217,12.240184757505,0.230946882217,32.563510392609,6.235565819861,47.57505773672,0.923787528868,70.9,14.780600461893,8.314087759815
1611041,Nettleton Junior High School,515,0,5.04854368932,0,38.058252427184,1.165048543689,54.174757281553,1.553398058252,64.85,13.980582524271,3.689320388349
1611042,Nettleton High School,876,0.228310502283,5.821917808219,0,33.447488584474,2.739726027397,56.278538812785,1.48401826484,57.08,11.643835616438,2.625570776255
1611043,Nettleton Intermediate Center,423,0,9.929078014184,0,36.406619385342,3.073286052009,49.645390070921,0.945626477541,66.19,17.7304964539,5.200945626477
1611045,Fox Meadow Intermediate Center,345,0,5.507246376811,0,44.057971014492,1.739130434782,46.376811594202,2.31884057971,72.46,19.130434782608,3.478260869565
1611046,Nettleton Middle School,232,0,6.465517241379,0,41.379310344827,3.879310344827,46.982758620689,1.293103448275,66.38,19.396551724137,3.448275862068
1612047,Valley View Elementary School,634,0.788643533123,4.574132492113,0,1.892744479495,0,90.536277602523,2.208201892744,29.5,11.98738170347,3.312302839116
1612048,Valley View High School,585,0.34188034188,3.760683760683,0,2.051282051282,1.367521367521,90.08547008547,2.393162393162,19.49,5.811965811965,0.68376068376
1612050,Valley View Intermediate School,846,0.236406619385,2.955082742316,0.236406619385,3.073286052009,0.591016548463,89.952718676122,2.955082742316,27.66,11.347517730496,1.654846335697
1612051,Valley View Junior High School,618,0.161812297734,4.045307443365,0.161812297734,1.941747572815,0.323624595469,90.776699029126,2.588996763754,20.71,7.928802588996,2.10355987055
1613010,Riverside East Elem. School,178,0,8.988764044943,0,0,0,91.011235955056,0,72.47,19.101123595505,0
1613021,Riverside High School,371,0,4.582210242587,0,1.617250673854,0,93.800539083557,0,61.19,15.633423180592,0
1613031,Riverside West Elem. School,253,0,4.743083003952,0,1.185770750988,0.395256916996,93.675889328063,0,68.77,14.229249011857,0
1701001,Alma Intermediate School,671,1.192250372578,4.172876304023,0,0.894187779433,5.365126676602,88.077496274217,0.298062593144,57.08,16.39344262295,0
1701002,Alma High School,1052,1.045627376425,2.661596958174,0.190114068441,1.520912547528,1.330798479087,92.490494296577,0.760456273764,49.05,9.410646387832,0.380228136882
1701003,Alma Middle School,792,1.010101010101,4.419191919191,0.126262626262,1.515151515151,4.671717171717,88.00505050505,0.252525252525,55.43,10.984848484848,0.126262626262
1701004,Alma Primary School,706,1.983002832861,4.815864022662,0,1.55807365439,4.674220963172,86.968838526912,0,58.07,13.597733711048,0.14164305949
1702008,Cedarville Elementary School,307,3.908794788273,4.885993485342,0,0,8.794788273615,82.410423452768,0,100,17.589576547231,0
1702009,Cedarville High School,299,4.682274247491,5.016722408026,0,0,3.010033444816,86.622073578595,0.66889632107,100,8.361204013377,0
1702010,Cedarville Middle School,265,3.018867924528,4.150943396226,0,0.754716981132,10.188679245283,81.88679245283,0,100,14.339622641509,0
1703012,Mountainburg Elementary School,231,3.463203463203,2.164502164502,0,0,0,94.372294372294,0,80.09,18.614718614718,0
1703013,Mountainburg High School,206,1.941747572815,0,0,0.970873786407,0,95.631067961165,1.456310679611,63.11,13.592233009708,0
1703022,Mountainburg Middle School,223,4.484304932735,2.242152466367,0,0,0,92.825112107623,0.448430493273,75.78,17.937219730941,0
1704016,Marvin Primary School,164,1.219512195121,0.60975609756,0,1.219512195121,0,96.951219512195,0,83.54,12.80487804878,0
1704017,Mulberry High School,84,0,0,0,0,0,97.619047619047,2.380952380952,55.95,11.904761904761,0
1704018,Pleasant View Junior High,69,4.347826086956,0,0,1.449275362318,0,94.202898550724,0,81.16,14.492753623188,0
1704022,Millsap Intermediate School,49,2.04081632653,0,0,4.081632653061,0,93.877551020408,0,71.43,18.367346938775,0
1705020,City Heights Elementary School,362,2.209944751381,14.364640883977,0.276243093922,5.801104972375,6.629834254143,69.88950276243,0.828729281767,65.19,13.812154696132,7.458563535911
1705022,King Elementary School,526,0.380228136882,31.178707224334,0.190114068441,1.330798479087,6.653992395437,56.273764258555,3.992395437262,81.37,12.167300380228,23.38403041825
1705025,Central Elementary School,430,2.790697674418,19.53488372093,0,2.325581395348,4.651162790697,69.767441860465,0.930232558139,82.56,13.255813953488,13.023255813953
1705026,Butterfield Trail Middle Schoo,676,1.923076923076,24.112426035502,0,1.923076923076,4.881656804733,65.088757396449,2.071005917159,78.85,12.869822485207,14.053254437869
1705027,Van Buren High School,1825,1.917808219178,15.561643835616,0.273972602739,3.123287671232,4.767123287671,71.72602739726,2.630136986301,59.01,9.260273972602,4.602739726027
1705029,James R. Tate Elem. School,380,1.842105263157,13.684210526315,0,3.157894736842,1.315789473684,76.578947368421,3.421052631578,79.47,14.210526315789,13.684210526315
1705030,Parkview Elementary School,484,2.066115702479,8.471074380165,0.206611570247,2.066115702479,3.719008264462,81.198347107438,2.272727272727,63.02,11.363636363636,4.132231404958
1705032,Rena Elementary School,488,1.434426229508,6.55737704918,0,1.639344262295,4.508196721311,79.098360655737,6.762295081967,58.2,11.680327868852,8.811475409836
1705033,Northridge Middle School,657,2.739726027397,9.893455098934,0.152207001522,1.674277016742,10.502283105022,72.146118721461,2.891933028919,54.34,7.914764079147,3.500761035007
1802005,Earle Elementary School,307,0,0,0,98.371335504885,0,1.628664495114,0,100,7.166123778501,0
1802007,Earle High School,305,0,0,0,97.704918032786,0,1.967213114754,0.327868852459,100,13.770491803278,0
1803025,Bragg Elementary School,442,0,5.429864253393,0,37.10407239819,3.619909502262,53.846153846153,0,100,9.276018099547,0
1803026,Faulk Elementary School,575,0,0.869565217391,0,94.260869565217,0.869565217391,4,0,100,10.434782608695,0
1803027,Jackson Elementary School,312,0,0.961538461538,0,98.717948717948,0,0.320512820512,0,100,11.538461538461,0
1803028,Maddux Elementary School,506,0,0.395256916996,0,98.221343873517,0.197628458498,1.185770750988,0,100,8.498023715415,0.395256916996
1803029,Richland Elementary School,567,0,2.998236331569,0,19.576719576719,0.705467372134,76.190476190476,0.5291005291,100,5.467372134038,0.352733686067
1803030,Weaver Elementary School,353,0,0,0,98.583569405099,0,1.4164305949,0,100,15.580736543909,0
1803032,Wonder Elementary School,373,0,1.072386058981,0,98.391420911528,0,0.53619302949,0,100,14.209115281501,0
1803033,East Junior High School,337,0,1.186943620178,0,98.219584569732,0,0.593471810089,0,100,14.243323442136,0.296735905044
1803034,West Junior High School,424,0,1.415094339622,0,45.04716981132,0.471698113207,52.594339622641,0.471698113207,100,9.198113207547,0
1803035,Wonder Junior High School,420,0,0.47619047619,0,99.285714285714,0,0.238095238095,0,100,9.285714285714,0
1803036,West Memphis High School,,0,0,0,0,0,0,0,,0,0
1803703,The Academies OF West Memphis Charter School,1128,0,0.620567375886,0,81.294326241134,0.354609929078,17.109929078014,0.620567375886,100,11.702127659574,0.177304964539
1804011,Avondale Elementary School,669,0,7.772795216741,0,47.982062780269,1.793721973094,41.255605381165,1.195814648729,72.5,8.071748878923,1.943198804185
1804012,Marion Elementary School,630,0,6.349206349206,0,46.666666666666,1.428571428571,44.603174603174,0.95238095238,70.16,13.015873015873,1.746031746031
1804014,Marion Junior High School,689,0.580551523947,4.063860667634,0,46.734397677793,0.145137880986,47.895500725689,0.580551523947,61.39,12.626995645863,0.870827285921
1804015,Marion High School,890,0.112359550561,3.033707865168,0,51.91011235955,1.011235955056,42.808988764044,1.123595505617,54.94,12.247191011235,1.123595505617
1804016,Marion Middle School,627,0.478468899521,3.668261562998,0,51.993620414673,1.116427432216,41.307814992025,1.435406698564,63.8,12.280701754385,1.913875598086
1804017,Marion Intermediate School,617,0.486223662884,5.186385737439,0,46.191247974068,2.431118314424,44.732576985413,0.972447325769,67.1,11.993517017828,1.944894651539
1901701,Cross County Ele Tech Academy,331,0,2.719033232628,0,7.250755287009,0,90.030211480362,0,75.23,11.480362537764,0
1901703,Cross Cnty High A New Tech Sch,285,0,1.754385964912,0,10.877192982456,1.403508771929,85.614035087719,0.350877192982,71.93,13.333333333333,0
1905014,Wynne Primary School,688,0,3.488372093023,0,30.959302325581,1.308139534883,63.517441860465,0.726744186046,67.44,11.046511627906,0.726744186046
1905015,Wynne Intermediate School,654,0,2.905198776758,0,29.357798165137,1.834862385321,64.831804281345,1.070336391437,65.9,15.290519877675,0.45871559633
1905016,Wynne Junior High School,659,0.151745068285,1.365705614567,0,29.742033383915,0.30349013657,68.133535660091,0.30349013657,58.27,13.80880121396,0.455235204855
1905017,Wynne High School,809,0,1.854140914709,0,32.262051915945,0,65.142150803461,0.741656365883,50.56,14.585908529048,0.123609394313
2002007,Fordyce High School,382,0,2.879581151832,0,56.544502617801,0,40.052356020942,0.523560209424,64.14,9.162303664921,2.879581151832
2002008,Fordyce Elementary Schools,454,0,3.964757709251,0,62.995594713656,0,32.819383259911,0.22026431718,74.89,6.387665198237,3.303964757709
2002009,Fordyce Middle School,,0,0,0,0,0,0,0,,0,0
2104017,Central Elementary School,333,0.3003003003,7.807807807807,0,64.564564564564,2.102102102102,24.624624624624,0.6006006006,75.98,10.21021021021,7.507507507507
2104020,Dumas Junior High School,335,0,10.149253731343,0,64.179104477611,0,25.373134328358,0.298507462686,72.84,11.044776119402,5.373134328358
2104021,Dumas High School,328,0,7.926829268292,0,63.414634146341,0,28.048780487804,0.60975609756,62.8,8.231707317073,5.792682926829
2104024,Reed Elementary School,405,0.246913580246,12.592592592592,0,63.95061728395,0.493827160493,22.716049382716,0,79.51,10.123456790123,11.111111111111
2105026,McGehee Elementary School,657,0.152207001522,4.566210045662,0,48.249619482496,2.587519025875,44.292237442922,0.152207001522,78.23,8.066971080669,2.283105022831
2105028,McGehee High School,507,0.394477317554,2.366863905325,0,43.589743589743,0,53.057199211045,0.591715976331,66.67,13.412228796844,1.183431952662
2202004,Drew Central Elem. School,337,0,5.341246290801,0,23.145400593471,0.890207715133,70.029673590504,0.593471810089,79.53,14.836795252225,5.044510385756
2202005,Drew Central High School,305,0,6.229508196721,0,25.245901639344,0,68.524590163934,0,64.92,9.83606557377,3.27868852459
2202007,Drew Central Middle School,295,0.677966101694,5.084745762711,0,24.067796610169,3.389830508474,66.779661016949,0,74.58,13.559322033898,3.389830508474
2203010,Monticello Elementary School,542,0.369003690036,3.136531365313,0,36.162361623616,0,59.40959409594,0.922509225092,61.99,6.088560885608,0
2203011,Monticello Middle School,452,0.221238938053,5.309734513274,0,32.743362831858,0,60.619469026548,1.106194690265,55.53,7.964601769911,1.106194690265
2203012,Monticello High School,670,0,3.880597014925,0,35.074626865671,0.149253731343,60.298507462686,0.597014925373,50.9,8.358208955223,0.597014925373
2203014,Monticello Intermediate School,427,0.468384074941,4.683840749414,0.23419203747,33.255269320843,0,60.187353629976,1.170960187353,51.52,9.133489461358,0
2301001,Ida Burns Elementary School,409,0,8.557457212713,0,30.562347188264,5.62347188264,55.012224938875,0.244498777506,76.28,10.02444987775,2.200488997555
2301003,Ellen Smith Elementary School,442,0,15.610859728506,0,22.850678733031,1.131221719457,57.239819004524,3.167420814479,50,5.203619909502,12.217194570135
2301004,Carl Stuart Middle School,750,0,6.266666666666,0.133333333333,24.266666666666,1.733333333333,65.866666666666,1.733333333333,44,6.666666666666,3.333333333333
2301006,Conway High School,2035,0.2457002457,7.665847665847,0,27.911547911547,0.34398034398,62.113022113022,1.719901719901,38.48,11.154791154791,3.439803439803
2301007,Sallie Cone Preschool,,0,0,0,0,0,0,0,,0,0
2301008,Julia Lee Moore Elem. School,387,0.775193798449,6.459948320413,0.258397932816,18.60465116279,2.067183462532,70.284237726098,1.550387596899,43.93,12.66149870801,1.808785529715
2301009,Florence Mattison Elem. School,452,0.221238938053,13.938053097345,0,25.884955752212,3.097345132743,56.858407079646,0,78.54,10.840707964601,8.407079646017
2301010,Marguerite Vann Elem. School,469,0.426439232409,7.675906183368,0,33.901918976545,2.985074626865,53.304904051172,1.705756929637,62.26,7.889125799573,4.264392324093
2301011,Jim Stone Elementary School,416,0.480769230769,8.653846153846,0,19.230769230769,1.682692307692,67.548076923076,2.403846153846,40.38,10.576923076923,7.451923076923
2301012,Theodore Jones Elem. School,464,0,15.948275862068,0,31.896551724137,2.586206896551,48.922413793103,0.646551724137,74.35,12.068965517241,11.206896551724
2301013,Bob Courtway Middle School,499,0,12.424849699398,0.200400801603,31.663326653306,1.803607214428,52.705410821643,1.202404809619,63.93,11.422845691382,8.216432865731
2301016,Ruth Doyle Middle School,523,0.19120458891,8.221797323135,0,21.988527724665,0.95602294455,67.495219885277,1.14722753346,44.74,13.766730401529,4.206500956022
2301017,Ray/Phyllis Simon Middle Schoo,468,0.213675213675,10.25641025641,0,28.632478632478,1.495726495726,58.760683760683,0.641025641025,55.77,17.307692307692,5.982905982905
2301018,Woodrow Cummins Elementary Sch,500,0.4,10.6,0,14.4,1.4,71.8,1.4,33.6,5,5
2301019,Carolyn Lewis Elementary Schoo,509,0.589390962671,6.48330058939,0,25.540275049115,4.322200392927,62.278978388998,0.785854616895,56.97,7.269155206286,4.518664047151
2301020,Conway Junior High School,1448,0.207182320441,7.251381215469,0.06906077348,29.074585635359,0.621546961325,61.256906077348,1.519337016574,46.41,11.602209944751,4.350828729281
2303016,Greenbrier Eastside Elementary,558,0.358422939068,3.225806451612,0,2.508960573476,0.537634408602,92.831541218637,0.537634408602,48.03,10.035842293906,1.433691756272
2303017,Greenbrier High School,764,0.261780104712,2.486910994764,0.392670157068,1.178010471204,0.392670157068,95.026178010471,0.261780104712,28.53,9.293193717277,0.916230366492
2303018,Greenbrier Middle School,542,0.369003690036,2.767527675276,0.369003690036,1.476014760147,0.738007380073,94.280442804428,0,36.35,9.040590405904,2.398523985239
2303019,Greenbrier Westside Elementary,465,0.860215053763,4.301075268817,0,0.860215053763,0.430107526881,92.903225806451,0.645161290322,45.16,11.827956989247,1.290322580645
2303020,Greenbrier Junior High School,546,0.18315018315,2.747252747252,0,1.465201465201,1.648351648351,93.589743589743,0.3663003663,34.8,7.509157509157,1.465201465201
2303021,Greenbrier Wooster Elementary,500,1.2,2.4,0.4,0.6,0.2,94.8,0.4,40.4,11,0.4
2304021,Guy-Perkins Elementary School,223,0,2.690582959641,0.448430493273,9.417040358744,0.448430493273,86.995515695067,0,60.09,22.86995515695,0
2304022,Guy-Perkins High School,185,0.54054054054,0.54054054054,0,7.027027027027,0.54054054054,90.81081081081,0.54054054054,54.59,10.81081081081,0
2305025,Mayflower Elementary School,406,0.246305418719,2.463054187192,0,10.098522167487,5.665024630541,81.527093596059,0,66.75,14.532019704433,0
2305026,Mayflower High School,376,0.531914893617,0.797872340425,0,9.840425531914,0.265957446808,88.563829787234,0,54.52,9.574468085106,0
2305027,Mayflower Middle School,341,0.586510263929,2.346041055718,0,7.917888563049,2.052785923753,87.096774193548,0,63.93,15.542521994134,0
2306029,Mt. Vernon/Enola Elem. School,269,1.486988847583,2.230483271375,0.371747211895,2.602230483271,0,93.308550185873,0,60.22,13.011152416356,0
2306030,Mt. Vernon/Enola High School,228,0.877192982456,1.315789473684,0.438596491228,0.438596491228,0,94.736842105263,2.19298245614,50,10.087719298245,0
2307033,Vilonia Elementary School,642,0.623052959501,6.697819314641,0,2.180685358255,0.155763239875,90.031152647975,0.31152647975,55.61,14.17445482866,1.713395638629
2307034,Vilonia High School,723,0.27662517289,3.181189488243,0.27662517289,0.829875518672,0,94.60580912863,0.829875518672,35.96,14.246196403872,1.521438450899
2307035,Vilonia Primary School,509,0.785854616895,4.125736738703,0,1.768172888015,0,93.123772102161,0.196463654223,50.49,17.485265225933,2.161100196463
2307036,Vilonia Junior High School,520,1.153846153846,3.461538461538,0,0.76923076923,0,93.846153846153,0.76923076923,46.73,10,0.961538461538
2307037,Vilonia Middle School,651,0.307219662058,3.225806451612,0,1.689708141321,0,94.16282642089,0.614439324116,47,15.821812596006,1.536098310291
