LEA,LEADescription,Enrollment,NativeAmericanOrAlaskan,Hispanic,NativeHawaiianOrPacificIslander,BlackAfricanAmerican,TwoOrMoreRaces,White,Asian,EconDisadvantaged,SPED,LEP
0505028,Valley Springs Middle School,282,0.354609929078,1.063829787234,0,0.354609929078,1.063829787234,96.808510638297,0.354609929078,47.87,11.702127659574,0
0506031,Lead Hill Elementary School,206,0,2.912621359223,0,0.485436893203,1.456310679611,94.174757281553,0.970873786407,100,14.563106796116,0
0506032,Lead Hill High School,162,0,3.703703703703,0,0.617283950617,0,92.592592592592,3.086419753086,100,15.432098765432,0
0601006,Hermitage Elementary School,219,0,34.246575342465,0,18.721461187214,0,47.031963470319,0,81.74,14.611872146118,21.461187214611
0601007,Hermitage High School,186,0,31.720430107526,0,15.591397849462,0,52.68817204301,0,77.96,8.602150537634,25.268817204301
0602013,Thomas C. Brunson Elem. School,,0,0,0,0,0,0,0,,0,0
0602014,Warren High School,466,0.429184549356,20.600858369098,0,34.978540772532,0,43.991416309012,0,69.31,6.223175965665,2.145922746781
0602015,Warren Middle School,,0,0,0,0,0,0,0,,0,0
0602701,Eastside New Vision Charter Sc,550,0.181818181818,23.090909090909,0,34.90909090909,1.454545454545,40.181818181818,0.181818181818,73.82,10.363636363636,4.545454545454
0602702,Warren Middle School,374,0.534759358288,19.786096256684,0,30.213903743315,0.802139037433,48.663101604278,0,71.66,9.090909090909,2.406417112299
0602704,Brunson New Vision Charter School,265,0,20.754716981132,0,27.169811320754,2.264150943396,49.811320754716,0,73.58,7.54716981132,5.283018867924
0701001,Hampton Elementary School,282,0,3.54609929078,0,25.177304964539,0,71.27659574468,0,74.11,11.702127659574,1.063829787234
0701002,Hampton High School,256,0.78125,5.859375,0,26.5625,0,66.796875,0,73.44,12.5,3.125
0801001,Berryville Elementary School,512,0,25.390625,4.296875,0.1953125,0.9765625,68.359375,0.78125,74.02,10.3515625,25.1953125
0801002,Berryville High School,618,0.485436893203,23.300970873786,3.236245954692,0.161812297734,0.970873786407,71.035598705501,0.809061488673,53.56,11.488673139158,16.828478964401
0801003,Berryville Middle School,449,0.44543429844,23.385300668151,3.340757238307,0.22271714922,0.44543429844,70.601336302895,1.559020044543,62.58,11.804008908685,20.489977728285
0801004,Berryville Intermediate Sch,475,0.210526315789,29.894736842105,2.947368421052,0,0.210526315789,65.894736842105,0.842105263157,70.32,15.157894736842,27.157894736842
